"","cod_dane","name_muni","poblacion"
"1072","76520","Valle del Cauca","3469"
"1073","76563","Valle del Cauca","46"
"1074","76606","Valle del Cauca","18"
"1075","76616","Valle del Cauca","18"
"1076","76622","Valle del Cauca","192"
"1077","76670","Valle del Cauca","0"
"1078","76736","Valle del Cauca","275"
"1079","76823","Valle del Cauca","23"
"1080","76828","Valle del Cauca","42"
"1081","76834","Valle del Cauca","1397"
"1082","76845","Valle del Cauca","72"
"1083","76863","Valle del Cauca","0"
"1084","76869","Valle del Cauca","25"
"1085","76890","Valle del Cauca","6"
"1086","76892","Valle del Cauca","172"
"1087","76895","Valle del Cauca","48"
"1088","81001","Arauca","1098"
"1089","81065","Arauca","475"
"1090","81220","Arauca","0"
"1091","81300","Arauca","98"
"1092","81591","Arauca","24"
"1093","81736","Arauca","606"
"1094","81794","Arauca","456"
"1095","85001","Casanare","2464"
"1096","85010","Casanare","32"
"1097","85015","Casanare","52"
"1098","85125","Casanare","446"
"1099","85136","Casanare","53"
"1100","85139","Casanare","442"
"1101","85162","Casanare","25"
"1102","85225","Casanare","67"
"1103","85230","Casanare","204"
"1104","85250","Casanare","490"
"1105","85263","Casanare","0"
"1106","85279","Casanare","17"
"1107","85300","Casanare","41"
"1108","85315","Casanare","0"
"1109","85325","Casanare","101"
"1110","85400","Casanare","222"
"1111","85410","Casanare","421"
"1112","85430","Casanare","151"
"1113","85440","Casanare","36"
"1114","86001","Putumayo","585"
"1115","86219","Putumayo","5"
"1116","86320","Putumayo","359"
"1117","86568","Putumayo","1336"
"1118","86569","Putumayo","40"
"1119","86571","Putumayo","675"
"1120","86573","Putumayo","1548"
"1121","86749","Putumayo","34"
"1122","86755","Putumayo","12"
"1123","86757","Putumayo","151"
"1124","86760","Putumayo","17"
"1125","86865","Putumayo","305"
"1126","86885","Putumayo","653"
"1127","88001","Archipiélago de San Andrés","465"
"1128","88564","Archipiélago de San Andrés","0"
"1129","91001","Amazonas","1590"
"1130","91263","Amazonas","248"
"1131","91405","Amazonas","598"
"1132","91407","Amazonas","271"
"1133","91430","Amazonas","0"
"1134","91460","Amazonas","173"
"1135","91530","Amazonas","0"
"1136","91536","Amazonas","28"
"1137","91540","Amazonas","431"
"1138","91669","Amazonas","171"
"1139","91798","Amazonas","348"
"1140","94001","Guainía","3102"
"1141","94343","Guainía","2051"
"1142","94663","Guainía","283"
"1143","94883","Guainía","317"
"1144","94884","Guainía","429"
"1145","94885","Guainía","65"
"1146","94886","Guainía","232"
"1147","94887","Guainía","213"
"1148","94888","Guainía","157"
"1149","95001","Guaviare","3035"
"1150","95015","Guaviare","748"
"1151","95025","Guaviare","1287"
"1152","95200","Guaviare","984"
"1153","97001","Vaupés","6067"
"1154","97161","Vaupés","791"
"1155","97511","Vaupés","1091"
"1156","97666","Vaupés","429"
"1157","97777","Vaupés","0"
"1158","97889","Vaupés","349"
"1159","99001","Vichada","843"
"1160","99524","Vichada","812"
"1161","99624","Vichada","398"
"1162","99773","Vichada","3184"
